any_whois_info,num_nameservers,days_from_create_to_expire,days_from_create_to_now,number_of_repeated_chars,max_repeated_chars,entropy_of_domain,subdomains_number,hyphen_number,path_number,digit_ratio,contains_extension,contains_suspicious_extension,ssl_error,iframe,no_hyperlink,internal_ratio,external_ratio,number_of_redirects,has_password,url
True,3,7305,7282,0,0,3.277613436819116,0,0,1,0.0,False,False,False,False,0,0.9230769230769231,0.07692307692307693,1,False,http://www.jbequipment.net/
True,5,11324,11237,1,1,3.188721875540867,1,0,3,0.0,False,False,False,False,0,0.047244094488188976,0.952755905511811,1,False,http://groups.yahoo.com/group/solitarycircle/
True,2,10590,10224,0,0,3.3248629576173574,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.canterburyfarm.com/
True,2,8401,8280,1,1,2.8553885422075336,0,0,1,0.0,False,False,False,False,0,0.041666666666666664,0.9583333333333334,0,False,http://www.bobbycogdell.com/
True,2,13150,10499,0,0,2.845350936622437,0,0,0,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.geoexchange.org
True,5,10591,10516,0,0,2.94770277922009,0,0,1,0.0,False,False,False,False,0,0.9545454545454546,0.03636363636363636,0,False,http://www.staplcotn.com/75-year-history.html
True,2,9862,9695,1,1,3.0269868333592873,0,0,1,0.0,True,False,False,False,1,0.0,0.0,0,False,http://www.classicmovies.org/300int.htm
True,2,9131,9031,1,1,3.4182958340544896,0,0,1,0.0,False,False,False,True,0,0.9230769230769231,0.07692307692307693,1,False,http://www.theblackmoon.com/
True,2,17898,14525,0,0,2.2516291673878226,1,0,2,0.0,False,False,False,False,0,0.375,0.625,2,False,http://www.ai.sri.com/geovrml/
True,2,1461,1394,0,0,3.121928094887362,0,0,2,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.kelpiesoft.com/cm/
True,0,14164,13519,0,0,1.0,0,0,3,0.0,False,False,False,True,0,0.816,0.184,3,False,http://www.wm.edu/so/greeks/
True,2,10957,9311,0,0,3.0269868333592873,0,0,1,0.0,False,False,False,False,0,0.0049261083743842365,0.9901477832512315,1,False,http://www.photoshopcafe.com/
True,2,9495,8854,1,1,3.027169118440619,0,0,1,0.0,False,False,False,False,0,1.0,0.0,1,False,http://www.caafinearts.org/
True,2,14609,11064,0,0,2.5,0,0,1,0.0,True,False,False,False,0,0.0,1.0,0,False,http://www.elecplay.com/reviews_article.php?article=6616
True,2,8766,8483,0,0,3.418295834054489,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.craftsbyhand.com/
True,2,7304,6932,0,0,1.9219280948873623,0,0,1,0.0,False,False,False,False,0,0.021052631578947368,0.9789473684210527,2,False,http://www.hsaba.com/
True,2,9862,9620,1,1,3.0957952550009344,1,0,0,0.09090909090909091,False,False,False,False,0,0.875,0.125,0,False,http://eyeball.4mg.com
True,2,1826,1612,0,0,3.3927474104487847,0,1,0,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.travel-island.com
True,2,2922,2900,0,0,3.2776134368191165,0,0,1,0.0,False,False,False,False,0,0.7068965517241379,0.034482758620689655,1,False,http://www.tlcreations.com/
True,2,8419,8320,1,1,2.9219280948873623,1,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.nbc.brygge.dk/
True,2,4383,4054,0,0,2.725480556997868,0,0,0,0.0,False,False,False,True,0,0.09090909090909091,0.8484848484848485,1,False,http://www.formateam.com
True,4,9861,9252,0,0,3.3927474104487847,0,0,0,0.0,False,False,False,True,0,0.2777777777777778,0.6111111111111112,2,False,http://www.integratedpos.com
True,2,730,535,0,0,3.121928094887362,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.jtemachine.com/
True,3,13878,11802,0,0,2.4056390622295662,0,0,4,0.0,False,False,False,False,0,0.6388888888888888,0.3611111111111111,2,False,http://www.elsevier.com/homepage/sah/mito/
True,2,730,468,0,0,2.9139770731827523,1,2,2,0.0,False,False,False,False,0,0.42857142857142855,0.5714285714285714,0,False,http://is-it-true.org/nt/nt2000
True,0,14887,14242,0,0,2.94770277922009,1,0,1,0.0,False,False,True,True,0,0.12195121951219512,0.8048780487804879,4,False,http://www.learn.unh.edu/
True,2,9496,9182,1,1,2.75,0,0,1,0.0,False,False,False,False,0,0.7272727272727273,0.2727272727272727,0,False,http://www.woofmang.com/
True,4,13878,10704,0,0,2.807354922057604,0,0,1,0.14285714285714285,False,False,False,False,0,0.7580645161290323,0.24193548387096775,1,False,http://www.rhino3d.com/
True,2,9862,9478,0,0,2.94770277922009,0,0,1,0.0,False,False,False,False,0,0.995049504950495,0.0049504950495049506,1,False,http://www.chemcoint.com/
True,0,15438,14793,0,0,3.572469458770136,1,0,1,0.0,False,False,False,False,1,0.0,0.0,2,False,http://bancroft.berkeley.edu/
True,2,6940,6885,1,1,3.6211755429194716,0,0,1,0.0,False,False,False,False,0,0.8333333333333334,0.11904761904761904,1,False,http://www.wetaskiwinmissionchurch.org/
True,4,11322,11309,1,1,2.5,0,0,2,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.benjerry.com/halloween/
True,2,10592,9365,0,0,3.039148671903071,0,0,0,0.0,False,False,False,True,0,0.13953488372093023,0.8604651162790697,1,False,http://www.organicmonitor.com
True,4,9496,9215,0,0,3.36030597770208,1,0,1,0.0,False,False,False,False,0,0.375,0.5694444444444444,0,False,http://cacoprepsports.blogspot.com/
True,0,14904,14259,0,0,2.725480556997868,0,0,3,0.0,False,False,False,True,0,0.7181818181818181,0.2636363636363636,1,False,http://www.rochester.edu/college/phl/
True,5,10957,10906,0,0,2.725480556997868,0,0,3,0.0,False,False,False,False,0,0.047244094488188976,0.952755905511811,1,False,http://www.geocities.com/televisioncity/2034/
True,2,2191,1913,0,0,2.8553885422075336,0,0,1,0.0,False,False,False,True,0,0.5333333333333333,0.4666666666666667,2,False,http://www.ignitemysite.com/
True,4,11687,11280,0,0,2.807354922057604,0,0,3,0.0,False,False,False,True,0,0.796875,0.203125,2,False,http://www.tvguide.com/movies/colony/133748
True,2,9862,9802,1,1,2.9219280948873623,0,0,1,0.0,False,False,False,True,0,0.8048780487804879,0.0975609756097561,1,False,http://www.greentours.co.uk/
True,2,8401,8180,0,0,3.375,0,0,0,0.0,False,False,False,False,0,0.8504672897196262,0.12149532710280374,1,False,http://www.okamotostudionyc.com
True,2,9496,9075,0,0,2.807354922057604,0,0,1,0.0,False,False,False,False,0,0.9310344827586207,0.06896551724137931,1,False,http://www.tmachin.co.uk/
True,2,7670,7336,0,0,2.94770277922009,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.bodyworku.com/
True,2,7670,7596,0,0,2.5219280948873624,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.hailtheale.com/
True,2,9497,9445,0,0,3.75,0,0,0,0.0,False,False,False,True,0,0.75,0.125,0,False,http://www.grandprixskiclub.com
True,2,9861,9673,1,1,3.6818808028034016,0,0,1,0.0,False,False,False,True,0,0.2079207920792079,0.7623762376237624,2,False,http://www.friendshipvillageoh.com/
True,5,3652,3369,1,1,3.5068905956085183,0,0,1,0.0,False,False,False,False,0,0.04878048780487805,0.9512195121951219,1,False,http://www.rahudsongallery.com/
True,2,1826,1666,1,1,3.182005814760214,0,0,1,0.0,False,False,False,False,0,1.0,0.0,1,False,http://www.thebrewerscoop.com/
True,2,9861,9717,2,1,2.59490661824394,0,1,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.tattoo-shop.com/
True,2,10590,10067,0,0,3.2402239289418517,0,0,0,0.0,False,False,False,True,0,0.09433962264150944,0.660377358490566,1,False,http://www.systechdisplays.com
True,4,8401,8035,0,0,3.2927701939369904,0,0,3,0.0,False,False,False,False,0,0.6832298136645962,0.3167701863354037,2,False,http://www.cheatscodesguides.com/gameboy-advance-cheats/metroid-fusion/
True,2,9861,9572,1,1,2.2516291673878226,0,0,1,0.0,False,False,False,False,0,0.9444444444444444,0.05555555555555555,1,False,http://www.affter.org/
True,2,8766,8451,0,0,3.5068905956085183,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.holisticrenewal.com/
True,5,10957,10906,0,0,2.725480556997868,0,0,4,0.0,True,False,False,False,0,0.047244094488188976,0.952755905511811,1,False,http://www.geocities.com/athens/acropolis/6914/watt.htm
True,2,9861,9377,0,0,3.577819531114783,1,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://tynamo.qindesign.com/
True,8,9131,8738,0,0,3.378783493486176,0,0,0,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.thecalifornian.com
True,2,11687,10993,1,1,2.5219280948873624,0,0,1,0.0,False,False,False,True,0,0.03614457831325301,0.963855421686747,2,False,http://www.danmillman.com/
True,5,11324,11237,1,1,3.188721875540867,1,0,2,0.0,False,False,False,False,0,0.047244094488188976,0.952755905511811,1,False,http://groups.yahoo.com/clubs/moomin
True,2,10591,10546,0,0,2.807354922057604,0,0,3,0.0,False,False,False,False,0,0.8846153846153846,0.11538461538461539,1,False,http://www.mykoweb.com/caf/species/hypholoma_fasciculare.html
True,5,10957,10906,0,0,2.725480556997868,0,0,2,0.0,False,False,False,False,0,0.047244094488188976,0.952755905511811,1,False,http://www.geocities.com/btwist63/
True,2,8401,8283,0,0,3.0,0,0,0,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.drsexton.net
True,2,8766,8506,1,1,2.94770277922009,0,0,1,0.0,False,False,False,False,0,0.881578947368421,0.11842105263157894,0,False,http://www.dennisfox.net/
True,2,10591,10231,0,0,3.418295834054489,0,0,1,0.0,False,False,False,False,0,0.6190476190476191,0.3333333333333333,1,False,http://www.richmondgear.com/
True,4,10956,10154,0,0,3.663532754804254,0,2,1,0.0,False,False,False,False,0,0.8979591836734694,0.061224489795918366,1,False,http://www.carlson-store-fixtures.com/
True,5,10957,10906,0,0,2.725480556997868,0,0,2,0.0,False,False,False,False,0,0.047244094488188976,0.952755905511811,1,False,http://www.geocities.com/grimguild/
True,2,1461,1178,0,0,2.2359263506290326,0,0,1,0.0,False,False,False,False,0,0.13259668508287292,0.8453038674033149,2,False,http://www.hotmath.org/
True,2,11321,10580,0,0,3.584962500721156,0,0,3,0.0,False,False,False,True,0,0.8580645161290322,0.12903225806451613,1,False,http://www.albrightknox.org/pastexh/mrcharles/mrctext.html
True,2,10957,10899,0,0,2.725480556997868,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.cortezart.com/
True,0,13594,12583,0,0,2.2359263506290326,0,0,3,0.0,False,False,False,True,0,0.9486607142857143,0.044642857142857144,1,False,http://www.uwstout.edu/chd/rehab/
True,2,8401,8318,1,1,3.077819531114783,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.newenglandtoffee.com/
True,2,9131,8788,0,0,3.521640636343319,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.lacombecurling.com/
True,2,7305,7044,0,0,3.3927474104487847,0,0,0,0.07692307692307693,False,False,False,False,0,0.04225352112676056,0.9295774647887324,1,False,http://www.birmingham1st.org
True,5,4748,4407,0,0,2.321928094887362,0,0,0,0.0,False,False,False,False,0,0.0,1.0,1,False,http://www.cosnp.org
True,0,13928,13648,0,0,2.94770277922009,1,0,1,0.1111111111111111,False,False,False,False,0,0.8120805369127517,0.174496644295302,2,False,http://www.4h.uidaho.edu/
True,2,11324,11139,0,0,2.9219280948873623,1,0,2,0.0,False,False,False,False,1,0.0,0.0,0,False,http://ra.nilenet.com/~gaska/nodog.html
True,5,14244,11334,0,0,3.0,0,0,1,0.0,False,False,False,False,0,0.9230769230769231,0.07692307692307693,0,False,http://www.dulcimer.com/
True,2,9861,9268,0,0,3.459431618637298,0,0,0,0.0,False,False,False,True,0,0.9736842105263158,0.02631578947368421,1,False,http://www.jimbanksurf.com
True,2,12783,9916,0,0,2.6464393446710153,0,0,1,0.0,False,False,False,False,0,0.9866666666666667,0.013333333333333334,1,True,http://www.papcoparts.com/
True,2,9131,8781,0,0,3.3248629576173574,0,0,2,0.0,False,False,False,False,0,0.7215189873417721,0.2742616033755274,0,False,http://www.sabershadowkat.com/smallville/smallville.html
True,3,9131,9050,0,0,3.0220552088742,1,0,2,0.0,False,False,False,False,0,0.8648925281473899,0.13510747185261002,2,False,http://en.wikipedia.org/wiki/samaritan_pentateuch
True,2,365,183,0,0,2.5216406363433186,0,0,2,0.14285714285714285,False,False,False,False,1,0.0,0.0,0,False,http://www.snobol4.org/csnobol4/
True,4,11687,11348,0,0,3.3787834934861767,1,0,2,0.0,False,False,False,True,0,0.0,0.5,1,False,http://members.tripod.com/~rev_jenni/index.html
True,2,10591,10352,0,0,3.8538632199977885,1,0,1,0.0,False,False,False,False,0,1.0,0.0,0,False,http://thepokemonsupercity.homestead.com/home.html
True,2,9862,9442,0,0,2.584962500721156,0,0,0,0.0,False,False,False,False,0,0.5909090909090909,0.4090909090909091,0,False,http://www.einsof.com
True,2,4748,3408,0,0,2.321928094887362,1,0,1,0.0,False,False,False,True,0,0.4444444444444444,0.5555555555555556,2,True,http://fohc.co.uk/
True,3,10593,9446,0,0,2.8553885422075336,0,0,4,0.0,False,False,True,False,0,1.0,0.0,1,False,http://www.recipesource.com/soups/soups/20/rec2013.html
True,2,10957,8249,0,0,2.918295834054489,0,0,1,0.0,False,False,False,False,0,0.9047619047619048,0.0,1,False,http://www.kalaniengles.com/
True,2,10956,10195,0,0,2.9219280948873623,0,0,0,0.1,False,False,True,False,1,0.0,0.0,2,False,http://www.4starcamps.com
True,2,365,219,1,1,2.058813890331201,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.bubblesub.com/
True,0,10927,10647,1,1,0.9182958340544896,0,0,3,0.0,False,False,False,False,0,0.0,1.0,0,False,http://www.umm.edu/altmed/consherbs/gingerch.html
True,4,11687,9876,0,0,2.725480556997868,0,0,2,0.0,True,False,False,False,0,0.9772727272727273,0.022727272727272728,1,False,http://www.newadvent.org/cathen/06564c.htm
True,2,13516,12614,0,0,2.0,0,0,3,0.0,True,False,False,False,1,0.0,0.0,1,False,http://www.amnh.org/exhibitions/butterflies/cams.php
False,2,7305,6871,0,0,3.4992275471326932,0,2,0,0.0,False,False,False,False,0,0.3793103448275862,0.6206896551724138,2,False,http://www.mining-law-reform.info
True,2,9861,9280,0,0,3.0,1,0,1,0.0,False,False,False,False,0,1.0,0.0,0,False,http://tangohk.com/
True,2,10226,10152,1,1,2.8464393446710154,0,0,3,0.0,True,False,False,False,1,0.0,0.0,0,False,http://www.phoenixzoo.org/learn/animals/animal_detail.aspx?fact_sheet_id=100039
True,2,12053,9703,0,0,2.584962500721156,0,0,1,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.doksan.com/
True,2,365,315,0,0,3.6168746059562227,0,0,0,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.softdrinksjournal.com
True,2,11322,10894,0,0,2.7321588913645702,0,0,2,0.0,False,False,False,False,0,0.0,1.0,1,False,http://www.losalamitos.com/laqhr/
True,2,9861,9705,0,0,3.337175341123077,1,0,1,0.0,False,False,False,False,0,0.0,1.0,1,False,http://chocolatesonline.com/
True,2,1826,1545,1,1,3.337175341123077,0,0,2,0.0,True,False,False,False,1,0.0,0.0,1,False,http://www.joycesfinecooking.com/recipes2/crabmeatsoup.htm
True,2,9496,9260,1,1,3.7464393446710154,1,0,1,0.15,False,False,False,True,0,0.8,0.2,3,False,http://harrowboroughfc.150m.com/october_2003.html
True,3,9861,9706,0,0,3.095795255000934,0,0,3,0.0,True,False,False,False,0,0.043478260869565216,0.9565217391304348,2,False,http://www.gamecritics.com/review/silenthill2/main.php
True,6,9860,9853,1,1,3.0269868333592873,0,0,1,0.0,False,False,False,True,0,0.8397626112759644,0.16023738872403562,1,False,http://www.presstelegram.com/
True,2,2191,1945,0,0,3.0957952550009344,0,0,0,0.0,False,False,False,True,0,0.09230769230769231,0.8461538461538461,1,False,http://www.cricketshot.com
True,2,8766,8716,2,1,2.7219280948873625,0,0,0,0.0,False,False,False,False,0,0.9523809523809523,0.047619047619047616,1,False,http://www.threesanna.com
True,3,12783,10801,0,0,2.9219280948873623,0,0,3,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.webspawner.com/users/raymosroostofny/
True,5,10957,10906,0,0,2.725480556997868,0,0,2,0.0,False,False,False,False,0,0.047244094488188976,0.952755905511811,1,False,http://www.geocities.com/bankstownbush/
True,4,11324,11150,0,0,2.94770277922009,0,0,0,0.0,False,False,False,False,0,0.8387096774193549,0.16129032258064516,1,False,http://www.kiplinger.com
True,2,9862,8631,1,1,2.521640636343318,0,0,1,0.0,False,False,False,False,0,0.9411764705882353,0.0,1,False,http://www.hongyee.com/
True,2,11324,10411,0,0,3.3927474104487847,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.portdiscovery.org/
True,5,10226,10005,0,0,3.3921472236645345,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.swedenborgmovement.org/
True,4,11687,11348,0,0,3.3787834934861767,1,0,2,0.0,False,False,True,True,0,0.08333333333333333,0.8333333333333334,3,False,http://members.tripod.com/~vasago/
True,6,10226,9574,0,0,3.084962500721156,1,0,2,0.0,False,False,False,False,1,0.0,0.0,0,False,http://sourceforge.net/projects/bsd-utils-aconf
True,2,8774,8718,0,0,3.188721875540867,0,0,1,0.0,False,False,False,False,0,0.02178649237472767,0.9782135076252724,1,False,http://www.revenuepilot.com/
True,2,9497,9376,0,0,2.75,0,1,0,0.0,False,False,False,False,0,0.9090909090909091,0.09090909090909091,1,False,http://www.usac-cgt.org
True,2,8401,8200,0,0,3.121928094887362,0,0,1,0.0,False,False,False,False,0,0.8823529411764706,0.08823529411764706,1,False,http://www.delconosur.net/
True,2,8766,8589,0,0,3.640223928941852,0,0,0,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.hardluckstories.com
True,2,10227,9436,0,0,2.94770277922009,0,0,1,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.diveforce.co.uk/
True,6,10956,10679,1,1,2.2359263506290326,0,0,1,0.0,False,False,False,False,0,1.0,0.0,1,False,http://www.issinfo.com/
True,8,10911,10676,0,0,2.75,0,0,5,0.0,True,False,False,False,0,0.6973684210526315,0.2894736842105263,2,False,http://www.guardian.co.uk/books/2008/jun/13/nick.hornby
True,2,10226,10073,0,0,2.321928094887362,0,0,0,0.0,False,False,False,False,0,0.0,1.0,2,False,http://www.arhcu.org
True,2,10956,10647,0,0,2.8553885422075336,0,0,5,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.artistdirect.com/nad/music/artist/card/039494300.html
True,8,10591,10306,0,0,3.484183719779189,0,0,3,0.0,True,True,False,False,0,0.4126984126984127,0.5873015873015873,1,False,http://www.democratandchronicle.com/apps/pbcs.dll/section?category=sports05
True,2,10227,9317,2,1,3.327819531114783,0,0,2,0.0,False,False,False,False,0,1.0,0.0,0,False,http://www.classicbookshelf.com/library/
True,2,8766,8387,0,0,3.0220552088742,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.mikestephens.com/
True,2,9862,9634,0,0,2.584962500721156,0,0,0,0.0,False,False,False,False,0,0.0,1.0,0,False,http://www.blacet.com
True,4,9861,9577,0,0,2.6464393446710157,0,0,6,0.0,False,False,False,False,0,0.9358974358974359,0.0641025641025641,1,False,http://www.gamesradar.com/pc/combat-arms/review/combat-arms/a-200808271474975029/g-2008082713360415078
True,2,12054,9600,0,0,3.2516291673878226,0,0,1,0.0,False,False,False,True,0,0.8222222222222222,0.15555555555555556,1,False,http://www.lakeviewgolf.net/
True,2,365,126,0,0,3.121928094887362,0,0,1,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.borofutsal.co.uk/
True,2,10226,10005,0,0,3.2402239289418517,0,0,1,0.0,False,False,False,False,0,0.9989637305699481,0.0010362694300518134,1,False,http://www.seaboardasphalt.com/
True,5,11324,11237,1,1,3.188721875540867,1,0,1,0.0,False,False,False,False,0,0.047244094488188976,0.952755905511811,1,False,http://groups.yahoo.com/adultconf?dest=%2fgroup%2fchristyturlington%2f
True,2,10226,10007,0,0,3.027169118440619,0,0,0,0.0,False,False,False,False,0,0.6363636363636364,0.2727272727272727,0,False,http://www.albanystamp.com
True,3,8766,8476,1,1,2.321928094887362,0,0,0,0.0,False,False,False,False,0,0.8333333333333334,0.13636363636363635,2,False,http://www.saltlakeaa.org
True,4,9496,9158,0,0,3.1307179879273743,0,0,1,0.0,False,False,False,True,0,0.021739130434782608,0.8695652173913043,1,False,http://www.skipentertainment.com/
True,2,9496,9362,0,0,2.584962500721156,0,1,1,0.0,False,False,False,True,0,0.15,0.85,1,False,http://www.jm-inc.com/
True,4,13150,11960,1,1,1.5,0,0,3,0.0,False,False,False,False,1,0.0,0.0,2,False,http://www.well.com/user/davidu/
True,2,7670,7585,0,0,3.0849625007211556,0,0,1,0.0,False,False,False,False,0,0.0,1.0,0,False,http://www.redwineaudio.com/
True,3,9131,9050,0,0,3.0220552088742,1,0,2,0.0,False,False,False,False,0,0.6940298507462687,0.3034825870646766,2,False,http://es.wikipedia.org/wiki/tesauro
True,2,365,14,0,0,3.1395722619867223,0,0,2,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.kairosinstitute.org/ccs/
True,2,11321,10672,0,0,2.6464393446710153,0,0,1,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.electromet.com/
True,4,12052,12026,0,0,2.321928094887362,0,0,6,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.wired.com/techbiz/media/news/2002/05/52207
True,2,10226,9958,0,0,3.3248629576173574,0,0,0,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.barcroftcycles.com
True,2,8035,7788,0,0,3.121928094887362,0,0,1,0.0,False,False,False,False,0,0.11842105263157894,0.8421052631578947,2,False,http://www.janetaylor.co.uk/
True,3,12418,11050,0,0,2.0,0,0,3,0.0,True,False,False,False,0,0.8125,0.0625,0,False,http://www.slac.com/~mpilone/projects/kgesture.phtml
True,0,11821,11176,0,0,2.0,0,0,1,0.0,False,False,False,True,0,0.6967213114754098,0.29508196721311475,1,False,http://www.famu.edu/
True,2,11687,10346,0,0,2.725480556997868,0,0,1,0.0,False,False,False,False,0,0.24561403508771928,0.7543859649122807,2,False,http://www.juiceitup.com/
True,2,9131,8886,1,1,2.584962500721156,0,0,0,0.0,False,False,False,False,0,0.027777777777777776,0.9722222222222222,2,False,http://www.dianefanning.com
True,2,8034,7898,0,0,2.7192945256669794,0,0,1,0.0,False,False,False,True,0,0.5666666666666667,0.43333333333333335,0,False,http://www.turtlerescues.com/
True,5,11324,11237,1,1,3.188721875540867,1,0,3,0.0,False,False,False,False,0,0.047244094488188976,0.952755905511811,1,False,http://groups.yahoo.com/group/nicknclick/
True,2,8766,8667,1,1,3.4685766296878655,0,0,0,0.0,False,False,False,False,0,0.6666666666666666,0.3333333333333333,1,False,http://www.silvercreekconstruction.com
True,0,14940,14295,0,0,3.454822399946607,1,0,1,0.0,False,False,True,True,0,0.43537414965986393,0.5510204081632653,2,False,http://www.tacoma.washington.edu/
True,3,10957,9068,0,0,2.9219280948873623,0,0,1,0.0,False,False,False,False,0,0.9523809523809523,0.0,1,False,http://www.cameronair.com/
True,4,11321,10738,0,0,2.584962500721156,0,0,0,0.0,False,False,False,True,0,0.8686868686868687,0.1111111111111111,1,True,http://www.pnwfcu.org
True,2,4748,4582,1,1,2.9219280948873623,0,0,1,0.0,False,False,False,False,0,0.5757575757575758,0.42424242424242425,1,False,http://www.bytheblood.org/
True,2,11324,11202,0,0,2.75,0,0,1,0.0,False,False,False,False,1,0.0,0.0,0,False,http://www.robotics.com/
True,2,11238,10454,1,1,2.2516291673878226,0,0,2,0.0,False,False,False,False,0,0.8674033149171271,0.13259668508287292,0,False,http://www.vachss.com/help_text/female_g_m.html
True,2,9861,9565,0,0,3.373557262275185,0,0,2,0.0,False,False,False,False,0,0.5,0.0,0,False,http://www.birdphotography.com/species/ybma.html
True,2,12052,10670,0,0,1.584962500721156,0,0,3,0.0,False,False,False,False,0,0.0,1.0,0,False,http://www.rpg.net/news+reviews/reviews/rev_2576.html
True,2,9862,9635,0,0,3.392747410448785,0,0,1,0.0,False,False,False,True,0,0.03773584905660377,0.9433962264150944,2,False,http://www.touringkayaks.com/
True,5,11324,11237,1,1,3.188721875540867,1,0,3,0.0,False,False,False,False,0,0.047244094488188976,0.952755905511811,1,False,http://groups.yahoo.com/group/bhairava/
True,2,7729,7482,1,1,3.3005590923909534,0,0,1,0.0,False,False,False,True,0,0.0,0.9833333333333333,2,False,http://www.romaniaanimalrescue.com/
True,2,10558,10249,0,0,1.584962500721156,0,0,4,0.0,False,False,False,False,1,0.0,0.0,1,False,http://www.nps.gov/archive/safr/local/herc.html
